field,value
cod_sez,AE
n_s_sez,3
autore,COMMISSIONE EPISCOPALE PER LA COOPERAZIONE TRA LE
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,63
formato,18
collezion,MAGISTERO N.88
data_crea,2003-02-24 00:00:00
n_scheda,41928
segnatura,SR
noName,262.1/42
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,"TVERGINITA' O CELIBATO"" PER IL REGNO DEI CIELI"" V CICLO DI CATECHESI DI G.P. II ALLE UDIENZE GENERALI"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,45
formato,18
collezion,MAGISTERO N.87
data_crea,2003-02-24 00:00:00
n_scheda,41927
segnatura,SR
noName,262.1/41
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,TEOLOGIA DEL CORPO 2 - IV CICLO DI CATECHESI DI G.P. II ALLE UDIENZE GENERALI
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,47
formato,18
collezion,MAGISTERO N.86
data_crea,2003-02-24 00:00:00
n_scheda,41926
segnatura,SR
noName,262.1/40
cod_sez,AE
n_s_sez,3
autore,C.E.I.
titolo,IMPEGNO DELLE CHIESE CHE SONO IN ITALIA PERCHE' SI RAVVIVI LA SPERAN ZA ME
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,8
formato,18
collezion,MAGISTERO N.85
data_crea,2003-02-24 00:00:00
n_scheda,41925
segnatura,SR
noName,262.1/39
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,48
formato,18
collezion,MAGISTERO N.84
data_crea,2003-02-24 00:00:00
n_scheda,41924
segnatura,SR
noName,262.1/38
cod_sez,AE
n_s_sez,3
autore,C.E.I.
titolo,NOTA PASTORALE SULLE SALE CINEMATOGRAFICHE DIPENDENTI DALL'AUTORITA' ECCLESIASTICA
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,8
formato,18
collezion,MAGISTERO N.83
data_crea,2003-02-24 00:00:00
n_scheda,41923
segnatura,SR
noName,262.1/37
cod_sez,AE
n_s_sez,3
titolo,LA FORMAZIONE DEI CATECHISTI NELLA COMUNITA' CRISTIANA CULTURA+ UFFICIO CAT. NAZ.
collabor,"COMMISSIONE EPISCOPALE PER LA DOTTRINA DELLA FEDE, LA CATECHESI E LA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,44
formato,18
collezion,MAGISTERO N.82
data_crea,2003-02-24 00:00:00
n_scheda,41922
segnatura,SR
noName,262.1/36
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,8
formato,18
collezion,MAGISTERO N.81
data_crea,2003-02-24 00:00:00
n_scheda,41921
segnatura,SR
noName,262.1/35
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,LA MADONNA NELLA PAROLA DI GIOVANNI PAOLO II 1978- 1980
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,68
formato,18
collezion,MAGISTERO N.79
data_crea,2003-02-24 00:00:00
n_scheda,41920
segnatura,SR
noName,262.1/34
cod_sez,AE
n_s_sez,3
autore,SINODO DEI VESCOVI
titolo,LA RICONCILIAZIONE E LA PENITENZA LINEAMENTA
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,48
formato,18
collezion,MAGISTERO N.77
data_crea,2003-02-24 00:00:00
n_scheda,41919
segnatura,SR
noName,262.1/33
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,LA PACE NELLA PAROLA DI GIOVANNI PAOLO II 1978-1982
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,152
formato,18
collezion,MAGISTERO N.76
data_crea,2003-02-24 00:00:00
n_scheda,41918
segnatura,SR
noName,262.1/32
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,93
formato,18
collezion,MAGISTERO N.75
data_crea,2003-02-24 00:00:00
n_scheda,41917
segnatura,SR
noName,262.1/31
cod_sez,AE
n_s_sez,3
autore,C.E.I.
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,30
formato,18
collezion,MAGISTERO N.73
data_crea,2003-02-24 00:00:00
n_scheda,41916
segnatura,SR
noName,262.1/30
cod_sez,AE
n_s_sez,3
autore,C.E.I.
edizione,IV
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,88
formato,18
collezion,MAGISTERO N.72
data_crea,2003-02-24 00:00:00
n_scheda,41915
segnatura,SR
noName,262.1/29
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,64
formato,18
collezion,MAGISTERO N.71
data_crea,2003-02-24 00:00:00
n_scheda,41914
segnatura,SR
noName,262.1/28
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,"CREDO NELLO SPIRITO SANTO A CONCILIO CONSTANTINOPOLITANO I"""
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,15
formato,18
collezion,MAGISTERO N.67
data_crea,2003-02-24 00:00:00
n_scheda,41913
segnatura,SR
noName,262.1/27
cod_sez,AE
n_s_sez,3
autore,C.E.I.
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,7
formato,18
collezion,MAGISTERO N.66
data_crea,2003-02-24 00:00:00
n_scheda,41912
segnatura,SR
noName,262.1/26
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,DIVES IN MISERICORDIA LETTERA ENCICLICA
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,45
formato,18
collezion,MAGISTERO N.65
data_crea,2003-02-24 00:00:00
n_scheda,41911
segnatura,SR
noName,262.1/25
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,GIOVANNI PAOLO II NELLA REPUBBLICA FEDERALE DI GERMANIA DISCORSO DELL'OTTAVO VIAGGIO APOSTOLICO
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,130
formato,18
collezion,MAGISTERO N.63
data_crea,2003-02-24 00:00:00
n_scheda,41910
segnatura,SR
noName,262.1/24
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,20
formato,18
collezion,MAGISTERO N.62
data_crea,2003-02-24 00:00:00
n_scheda,41909
segnatura,SR
noName,262.1/23
cod_sez,AE
n_s_sez,3
autore,SACRA CONGREGAZIONE DEI RELIGIOSI
edizione,III
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,59
formato,18
collezion,MAGISTERO N.61
data_crea,2003-02-24 00:00:00
n_scheda,41908
segnatura,SR
noName,262.1/22
cod_sez,AE
n_s_sez,3
autore,CONGREGAZIONE PER IL CLERO
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,27
formato,18
collezion,MAGISTERO N.59
data_crea,2003-02-24 00:00:00
n_scheda,41907
segnatura,SR
noName,262.1/21
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,MATRIMONIO E FAMIGLIA NELL'INSEGNAMENTO DI GIOVANNI PAOLO II CICLO DI CATECHESI ALLE UDIENZE GENERALI
edizione,II
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,95
formato,18
collezion,MAGISTERO N.58
data_crea,2003-02-24 00:00:00
n_scheda,41906
segnatura,SR
noName,262.1/20
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,CATECHESI TRADENDAE EDUCARE ALLA FEDE OGGI
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,59
formato,18
collezion,MAGISTERO N.56
data_crea,2003-02-24 00:00:00
n_scheda,41905
segnatura,SR
noName,262.1/19
cod_sez,AE
n_s_sez,3
autore,C.E.I.
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,56
formato,18
collezion,MAGISTERO N.55
data_crea,2003-02-24 00:00:00
n_scheda,41904
segnatura,SR
noName,262.1/18
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,"GIOVANNI PAOLO II IN IRLANDA, ALL'ONU E NEGLI STATI UNITI DISCORSI DEL III VIAGGIO APOSTOLICO"
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,211
formato,18
collezion,MAGISTERO N.54
data_crea,2003-02-24 00:00:00
n_scheda,41903
segnatura,SR
noName,262.1/17
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN POLONIA DISCORSI DEL II VIAGGIO APOSTOLICO
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,128
formato,18
collezion,MAGISTERO N.53
data_crea,2003-02-24 00:00:00
n_scheda,41902
segnatura,SR
noName,262.1/16
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,SAPIENTIA CHRISTIANA COSTITUZIONE APOSTOLICA DI G.P.II CIRCA LE UNIVERSITA' E LE FACO LTA' ECCLESIASTICHE
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,53
formato,18
collezion,MAGISTERO N.52
data_crea,2003-02-24 00:00:00
n_scheda,41901
segnatura,SR
noName,262.1/15
cod_sez,AE
n_s_sez,3
autore,C.E.I.
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,24
formato,18
collezion,MAGISTERO N.51
data_crea,2003-02-24 00:00:00
n_scheda,41900
segnatura,SR
noName,262.1/14
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,30
formato,18
collezion,MAGISTERO N.50
data_crea,2003-02-24 00:00:00
n_scheda,41899
segnatura,SR
noName,262.1/13
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,REDEMPTOR HOMINIS LETTERA ENCICLICA DI GIOVANNI PAOLO II ALL'INIZIO DEL SUO MINIST ERO PONTIFICALE
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,64
formato,18
collezion,MAGISTERO N.49
data_crea,2003-02-24 00:00:00
n_scheda,41898
segnatura,SR
noName,262.1/12
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN MESSICO DISCORSI DEL PRIMO VIAGGIO APOSTOLICO
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,80
formato,18
collezion,MAGISTERO N.48
data_crea,2003-02-24 00:00:00
n_scheda,41897
segnatura,SR
noName,262.1/11
cod_sez,AE
n_s_sez,3
autore,C.E.I.
titolo,LA COMUNITA' CRISTIANA E L'ACCOGLIENZA DELLA VITA UMANA NASCENTE ISTRUZIONE PASTORALE DELLA C.E.I.
edizione,II
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,30
formato,18
collezion,MAGISTERO N.47
data_crea,2003-02-24 00:00:00
n_scheda,41896
segnatura,SR
noName,262.1/10
cod_sez,AE
n_s_sez,3
autore,SACRA CONGREGAZIONE DEI RELIGIOSI
edizione,I
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,43
formato,18
collezion,MAGISTERO N.45
data_crea,2003-02-24 00:00:00
n_scheda,41895
segnatura,SR
noName,262.1/9
cod_sez,AE
n_s_sez,3
autore,"PAOLO VI, PAPA"
titolo,NOI CREDIAMO PROFESSIONE DI FEDE DI S.S. PAOLO VI
edizione,VI
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,14
formato,18
collezion,MAGISTERO N.44
data_crea,2003-02-24 00:00:00
n_scheda,41894
segnatura,SR
noName,262.1/8
cod_sez,AE
n_s_sez,3
autore,"PAOLO VI, PAPA"
titolo,EVANGELIZZAZIONE NEL MONDO CONTEMPORANEO ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI
edizione,X
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1982
volume,2025-01-01 00:00:00
pagine,63
formato,18
collezion,MAGISTERO N.40
data_crea,2003-02-24 00:00:00
n_scheda,41893
segnatura,SR
noName,262.1/7
cod_sez,AE
n_s_sez,3
autore,"PAOLO VI, PAPA"
titolo,LA GIOIA CRISTIANA ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI
edizione,VI
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,30
formato,18
collezion,MAGISTERO N.37
data_crea,2003-02-24 00:00:00
n_scheda,41892
segnatura,SR
noName,262.1/6
cod_sez,AE
n_s_sez,3
autore,"PAOLO VI, PAPA"
edizione,X
luogo_pub,MILANO
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,30
formato,18
collezion,MAGISTERO N.33
data_crea,2003-02-24 00:00:00
n_scheda,41891
segnatura,SR
noName,262.1/5
cod_sez,AE
n_s_sez,3
titolo,COMMUNIO ET PROGRESSIO ISTRUZIONE PASTORALE DELLA PONTIFICIA COMMISSIONE PER LE COMUNIC AZIONI SOCIALI SUGLI STRUMENTI DELLA COMUNICAZIONE SOCIALE
edizione,II
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,76
formato,18
collezion,MAGISTERO N.32
data_crea,2003-02-24 00:00:00
n_scheda,41890
segnatura,SR
noName,262.1/4
cod_sez,AE
n_s_sez,3
autore,"PAOLO VI, PAPA"
edizione,XII
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1978
volume,2025-01-01 00:00:00
pagine,24
formato,18
collezion,MAGISTERO N.30
data_crea,2003-02-24 00:00:00
n_scheda,41889
segnatura,SR
noName,262.1/3
cod_sez,AE
n_s_sez,4
titolo,GAUDIUM ET SPES COSTITUZIONE PASTORALE DEL CONCILIO VATICANO II SULLA CHIESA NEL MONDO CONTEMPORANEO
edizione,XII
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,96
formato,18
collezion,MAGISTERO N.28
data_crea,2003-02-24 00:00:00
n_scheda,41888
segnatura,SR
noName,262.1/2
cod_sez,AE
n_s_sez,4
titolo,AD GENTES DECRETO CONCILIARE SULL'ATTIVITA' MISSIONARIA DELLA CHIESA
edizione,II
luogo_pub,ALBA
editore,PAOLINE
data_pub,COPYRIGHT 1979
volume,2025-01-01 00:00:00
pagine,48
formato,18
collezion,MAGISTERO N.26
data_crea,2003-02-24 00:00:00
n_scheda,41887
segnatura,SR
noName,262.1/1
cod_sez,AE
n_s_sez,4
titolo,APOSTOLICAM ACTUOSITATEM DECRETO DEL CONCILIO VATICANO II SULL'APOSTOLATO DEI LAICI
edizione,XXV
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1984
volume,2025-01-01 00:00:00
pagine,32
formato,18
collezion,MAGISTERO N.24
data_crea,2003-02-24 00:00:00
n_scheda,41886
segnatura,
noName,
cod_sez,AE
n_s_sez,3
edizione,XXVII
luogo_pub,MILANO
editore,PAOLINE
data_pub,COPYRIGHT 1987
volume,2025-01-01 00:00:00
pagine,78
formato,18
collezion,MAGISTERO N.15
data_crea,2003-02-24 00:00:00
n_scheda,41885
segnatura,SR
noName,262.1 GP
cod_sez,AE
n_s_sez,3
autore,"GIOVANNI PAOLO II, PAPA"
edizione,I
luogo_pub,ROMA
editore,PAOLINE
data_pub,COPYRIGHT 1981
volume,2025-01-01 00:00:00
pagine,104
formato,18
collezion,MAGISTERO N. 2
data_crea,2003-02-24 00:00:00
n_scheda,41884
segnatura,SR
noName,262.1 L9
cod_sez,AE
n_s_sez,3
autore,"LEONE XIII, PAPA"
edizione,XVI
luogo_pub,MILANO
editore,PAOLINE
data_pub,COPYRIGHT 1991
volume,2025-01-01 00:00:00
pagine,32
formato,18
collezion,MAGISTERO N. 1
data_crea,2003-02-24 00:00:00
n_scheda,41883
segnatura,SR
noName,853.9 F13
cod_sez,LE
n_s_sez,2
autore,"FALLACI, ORIANA"
edizione,VII
luogo_pub,MILANO
editore,RIZZOLI
data_pub,COPYRIGHT 2002
volume,2025-01-01 00:00:00
pagine,163
formato,20
collezion,LETT. ITALIANA
data_crea,2003-02-24 00:00:00
n_scheda,41882
segnatura,SR
noName,891.8 B1
cod_sez,LE
n_s_sez,10
autore,"BEKESSY, EMERY"
collabor,"M. HANNAU, TRAD."
edizione,I
luogo_pub,VERONA
editore,MONDADORI
data_pub,COPYRIGHT 1951
volume,2025-01-01 00:00:00
pagine,389
formato,19.5
collezion,MEDUSA N. CCLXV
data_crea,2003-02-21 00:00:00
n_scheda,41881
segnatura,SR
noName,891.8 A
cod_sez,LE
n_s_sez,10
autore,"ANDRIC, IVO"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.95
data_crea,2003-02-21 00:00:00
n_scheda,41880
segnatura,SR
noName,852.9 B1
cod_sez,LE
n_s_sez,2
autore,"BETTI, UGO"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.58
data_crea,2003-02-21 00:00:00
n_scheda,41879
segnatura,SR
noName,853.9 S42
cod_sez,LE
n_s_sez,2
autore,"SVEVO, ITALO"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.9
data_crea,2003-02-21 00:00:00
n_scheda,41878
segnatura,SR
noName,852.9 P6
cod_sez,LE
n_s_sez,2
autore,"PIRANDELLO, LUIGI"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.97
data_crea,2003-02-21 00:00:00
n_scheda,41877
segnatura,SR
noName,823.8 C6
cod_sez,LE
n_s_sez,5
autore,"CONRAD, JOSEPH"
collabor,"F. DI BIAGI, TRAD."
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.78
data_crea,2003-02-21 00:00:00
n_scheda,41876
segnatura,SR
noName,901 M
cod_sez,S
n_s_sez,24
autore,"MAZZARINO, GIULIO, CARD."
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.14
data_crea,2003-02-21 00:00:00
n_scheda,41875
segnatura,SR
noName,940.53 M
cod_sez,S
n_s_sez,24
autore,"MICHEL, HENRI"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.6
data_crea,2003-02-21 00:00:00
n_scheda,41874
segnatura,SR
noName,98.3 S
cod_sez,S
n_s_sez,24
autore,"SOUSTELLE, JACQUES"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.11
data_crea,2003-02-21 00:00:00
n_scheda,41873
segnatura,SR
noName,940.1 G
cod_sez,S
n_s_sez,24
autore,"GATTO, LUDOVICO"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.1
data_crea,2003-02-21 00:00:00
n_scheda,41872
segnatura,SR
noName,870 A
cod_sez,LE
n_s_sez,8
autore,"ANTONELLI, GIUSEPPE, SAC."
titolo,STORIA DI ROMA ANTICA DALLE ORIGINI ALLA FINE DELLA REPUBBLICA
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.9
data_crea,2003-02-21 00:00:00
n_scheda,41871
segnatura,SR
noName,870 G
cod_sez,LE
n_s_sez,8
autore,"GRIMAL, PIERRE"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N.3
data_crea,2003-02-21 00:00:00
n_scheda,41870
segnatura,SR
noName,850 V
cod_sez,LE
n_s_sez,3
autore,"VERDONE, MARIO"
edizione,I
luogo_pub,ROMA
editore,E. NEWTON
data_pub,COPYRIGHT 1998
volume,2025-01-01 00:00:00
pagine,100
formato,19.5
collezion,TASCABILI ECONIMICI N. 10
data_crea,2003-02-21 00:00:00
n_scheda,41863
segnatura,SR
noName,920 T62
cod_sez,SE
n_s_sez,30
autore,TERESIA RENATA DE SPIRITU SANCTO
collabor,"CARMELO DI AREZZO, TRAD."
edizione,I
luogo_pub,BRESCIA
editore,MORCELLIANA
data_pub,COPYRIGHT 1952
volume,2025-01-01 00:00:00
pagine,316
formato,18
collezion,BIOGRAFIE
data_crea,2003-02-19 00:00:00
n_scheda,41862
segnatura,SR
noName,242(S M16
cod_sez,SP
n_s_sez,17
autore,PADRE MARIANO DA TORINO
edizione,I
luogo_pub,ROMA
editore,ED. L'ITALIA FRANCESCANA
data_pub,COPYRIGHT 1988
volume,2025-01-01 00:00:00
pagine,160
formato,24
collezion,SAGGI
data_crea,2003-02-19 00:00:00
n_scheda,41861
segnatura,231
noName,.1 T
cod_sez,TD
n_s_sez,13
autore,"TURCI, ANTONIO"
edizione,I
luogo_pub,TORINO
editore,MARIETTI
data_pub,COPYRIGHT 1977
volume,2025-01-01 00:00:00
pagine,87
formato,19
collezion,I MIRACOLI
data_crea,2003-02-19 00:00:00
n_scheda,41860
segnatura,231
noName,.1 Z
cod_sez,TD
n_s_sez,13
autore,"ZANCHIN, MARIO, VESC."
titolo,MIRACOLI STRAORDINARI IL SOPRANNATURALE INVISIBILE DIVENTA VISIBILE
edizione,II
luogo_pub,CAMPOSAMPIERO-PD
editore,ED. DEL NOCE
data_pub,COPYRIGHT 2000
volume,2025-01-01 00:00:00
pagine,255
formato,21
collezion,I MIRACOLI
data_crea,2003-02-19 00:00:00
n_scheda,41859
segnatura,231
noName,.1 L
cod_sez,TD
n_s_sez,13
autore,"LAPPLE, ALFRED"
collabor,"A. RICCIO, TRAD."
edizione,I
luogo_pub,CASALE MONF.
editore,PIEMME
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,280
illustr,TAVOLE
formato,23
collezion,I MIRACOLI
data_crea,2003-02-19 00:00:00
n_scheda,41858
segnatura,SR
noName,920 G95
cod_sez,SE
n_s_sez,30
collabor,ABLONDI-BALLESTRERO-MARCOCCHI
edizione,I
luogo_pub,ROMA
editore,STUDIUM
data_pub,COPYRIGHT 1992
volume,2025-01-01 00:00:00
pagine,128
illustr,INSERTO FOTOGRAFICO
formato,21
collezion,COSCIENZA STUDI N.20
data_crea,2003-02-19 00:00:00
n_scheda,41857
segnatura,SR
noName,920 G94
cod_sez,SE
n_s_sez,30
autore,"GUANO, EMILIO, VESC."
edizione,I
luogo_pub,ROMA
editore,STUDIUM
data_pub,COPYRIGHT 1980
volume,2025-01-01 00:00:00
pagine,218
illustr,INSERTO FOTOGRAFICO
formato,21
collezion,COSCIENZA STUDI N.4
data_crea,2003-02-19 00:00:00
n_scheda,41856
segnatura,SR
noName,920 G93
cod_sez,SE
n_s_sez,30
autore,"GUANO, EMILIO, VESC."
collabor,A.V.
edizione,I
luogo_pub,ROMA
editore,STUDIUM
data_pub,COPYRIGHT 1977
volume,2025-01-01 00:00:00
pagine,261
illustr,INSERTO FOTOGRAFICO
formato,21
collezion,COSCIENZA STUDI N.3
data_crea,2003-02-19 00:00:00
n_scheda,41855
segnatura,SR
noName,920 M129
cod_sez,SE
n_s_sez,30
titolo,DON GIORGIO BELLIARDO UN PRETE FELICE
collabor,DI NICO DE MARTINI E MASINO PAUTASSO
edizione,I
luogo_pub,TORINO
editore,LDC
data_pub,COPYRIGHT 1985
volume,2025-01-01 00:00:00
pagine,200
illustr,FOTO
formato,21
collezion,BIOGRAFIE
data_crea,2003-02-19 00:00:00
n_scheda,41854
segnatura,SR
noName,920 B109
cod_sez,SE
n_s_sez,30
autore,"BRAZZALE, PIETRO, SAC."
titolo,PADRE LEONE HABERSTROH PROFILO SPIRITUALE DI UNA GUIDA ILLUMINATA
edizione,I
luogo_pub,PADOVA
editore,GRAF. ATESTINA
data_pub,COPYRIGHT 1995
volume,2025-01-01 00:00:00
pagine,93
illustr,FOTO
formato,21
collezion,BIOGRAFIE
data_crea,2003-02-19 00:00:00
n_scheda,41853
segnatura,SR
noName,920 S70
cod_sez,SE
n_s_sez,30
autore,"SCARABELLI, GIOVANNI"
titolo,UNA SINFONIA DI CARITA' BEATA M. DOMENICA BRUN BARBANTINI
edizione,I
