field,value,campo,valore,n_scheda
editore,PAOLINE,editore,PAOLINE,41919
data_pub,COPYRIGHT 1982,data_pub,COPYRIGHT 1982,41919
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41919
pagine,152,pagine,152,41919
formato,18,formato,18,41919
collezion,MAGISTERO N.76,collezion,MAGISTERO N.76,41919
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41919
segnatura,SR,segnatura,SR,41918
noName,262.1/32,noName,262.1/32,41918
cod_sez,AE,cod_sez,AE,41918
n_s_sez,3,n_s_sez,3,41918
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41918
edizione,I,edizione,I,41918
luogo_pub,ROMA,luogo_pub,ROMA,41918
editore,PAOLINE,editore,PAOLINE,41918
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41918
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41918
pagine,93,pagine,93,41918
formato,18,formato,18,41918
collezion,MAGISTERO N.75,collezion,MAGISTERO N.75,41918
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41918
segnatura,SR,segnatura,SR,41917
noName,262.1/31,noName,262.1/31,41917
cod_sez,AE,cod_sez,AE,41917
n_s_sez,3,n_s_sez,3,41917
autore,C.E.I.,autore,C.E.I.,41917
edizione,I,edizione,I,41917
luogo_pub,ROMA,luogo_pub,ROMA,41917
editore,PAOLINE,editore,PAOLINE,41917
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41917
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41917
pagine,30,pagine,30,41917
formato,18,formato,18,41917
collezion,MAGISTERO N.73,collezion,MAGISTERO N.73,41917
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41917
segnatura,SR,segnatura,SR,41916
noName,262.1/30,noName,262.1/30,41916
cod_sez,AE,cod_sez,AE,41916
n_s_sez,3,n_s_sez,3,41916
autore,C.E.I.,autore,C.E.I.,41916
edizione,IV,edizione,IV,41916
luogo_pub,ROMA,luogo_pub,ROMA,41916
editore,PAOLINE,editore,PAOLINE,41916
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41916
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41916
pagine,88,pagine,88,41916
formato,18,formato,18,41916
collezion,MAGISTERO N.72,collezion,MAGISTERO N.72,41916
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41916
segnatura,SR,segnatura,SR,41915
noName,262.1/29,noName,262.1/29,41915
cod_sez,AE,cod_sez,AE,41915
n_s_sez,3,n_s_sez,3,41915
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41915
edizione,I,edizione,I,41915
luogo_pub,ROMA,luogo_pub,ROMA,41915
editore,PAOLINE,editore,PAOLINE,41915
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41915
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41915
pagine,64,pagine,64,41915
formato,18,formato,18,41915
collezion,MAGISTERO N.71,collezion,MAGISTERO N.71,41915
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41915
segnatura,SR,segnatura,SR,41914
noName,262.1/28,noName,262.1/28,41914
cod_sez,AE,cod_sez,AE,41914
n_s_sez,3,n_s_sez,3,41914
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41914
titolo,"CREDO NELLO SPIRITO SANTO A CONCILIO CONSTANTINOPOLITANO I""",titolo,"CREDO NELLO SPIRITO SANTO A CONCILIO CONSTANTINOPOLITANO I""",41914
edizione,I,edizione,I,41914
luogo_pub,ROMA,luogo_pub,ROMA,41914
editore,PAOLINE,editore,PAOLINE,41914
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41914
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41914
pagine,15,pagine,15,41914
formato,18,formato,18,41914
collezion,MAGISTERO N.67,collezion,MAGISTERO N.67,41914
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41914
segnatura,SR,segnatura,SR,41913
noName,262.1/27,noName,262.1/27,41913
cod_sez,AE,cod_sez,AE,41913
n_s_sez,3,n_s_sez,3,41913
autore,C.E.I.,autore,C.E.I.,41913
edizione,I,edizione,I,41913
luogo_pub,ROMA,luogo_pub,ROMA,41913
editore,PAOLINE,editore,PAOLINE,41913
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41913
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41913
pagine,7,pagine,7,41913
formato,18,formato,18,41913
collezion,MAGISTERO N.66,collezion,MAGISTERO N.66,41913
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41913
segnatura,SR,segnatura,SR,41912
noName,262.1/26,noName,262.1/26,41912
cod_sez,AE,cod_sez,AE,41912
n_s_sez,3,n_s_sez,3,41912
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41912
titolo,DIVES IN MISERICORDIA LETTERA ENCICLICA,titolo,DIVES IN MISERICORDIA LETTERA ENCICLICA,41912
edizione,I,edizione,I,41912
luogo_pub,ROMA,luogo_pub,ROMA,41912
editore,PAOLINE,editore,PAOLINE,41912
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,41912
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41912
pagine,45,pagine,45,41912
formato,18,formato,18,41912
collezion,MAGISTERO N.65,collezion,MAGISTERO N.65,41912
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41912
segnatura,SR,segnatura,SR,41911
noName,262.1/25,noName,262.1/25,41911
cod_sez,AE,cod_sez,AE,41911
n_s_sez,3,n_s_sez,3,41911
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41911
titolo,GIOVANNI PAOLO II NELLA REPUBBLICA FEDERALE DI GERMANIA DISCORSO DELL'OTTAVO VIAGGIO APOSTOLICO,titolo,GIOVANNI PAOLO II NELLA REPUBBLICA FEDERALE DI GERMANIA DISCORSO DELL'OTTAVO VIAGGIO APOSTOLICO,41911
edizione,I,edizione,I,41911
luogo_pub,ROMA,luogo_pub,ROMA,41911
editore,PAOLINE,editore,PAOLINE,41911
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,41911
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41911
pagine,130,pagine,130,41911
formato,18,formato,18,41911
collezion,MAGISTERO N.63,collezion,MAGISTERO N.63,41911
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41911
segnatura,SR,segnatura,SR,41910
noName,262.1/24,noName,262.1/24,41910
cod_sez,AE,cod_sez,AE,41910
n_s_sez,3,n_s_sez,3,41910
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41910
edizione,I,edizione,I,41910
luogo_pub,ROMA,luogo_pub,ROMA,41910
editore,PAOLINE,editore,PAOLINE,41910
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,41910
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41910
pagine,20,pagine,20,41910
formato,18,formato,18,41910
collezion,MAGISTERO N.62,collezion,MAGISTERO N.62,41910
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41910
segnatura,SR,segnatura,SR,41909
noName,262.1/23,noName,262.1/23,41909
cod_sez,AE,cod_sez,AE,41909
n_s_sez,3,n_s_sez,3,41909
autore,SACRA CONGREGAZIONE DEI RELIGIOSI,autore,SACRA CONGREGAZIONE DEI RELIGIOSI,41909
edizione,III,edizione,III,41909
luogo_pub,ROMA,luogo_pub,ROMA,41909
editore,PAOLINE,editore,PAOLINE,41909
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41909
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41909
pagine,59,pagine,59,41909
formato,18,formato,18,41909
collezion,MAGISTERO N.61,collezion,MAGISTERO N.61,41909
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41909
segnatura,SR,segnatura,SR,41908
noName,262.1/22,noName,262.1/22,41908
cod_sez,AE,cod_sez,AE,41908
n_s_sez,3,n_s_sez,3,41908
autore,CONGREGAZIONE PER IL CLERO,autore,CONGREGAZIONE PER IL CLERO,41908
edizione,I,edizione,I,41908
luogo_pub,ROMA,luogo_pub,ROMA,41908
editore,PAOLINE,editore,PAOLINE,41908
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,41908
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41908
pagine,27,pagine,27,41908
formato,18,formato,18,41908
collezion,MAGISTERO N.59,collezion,MAGISTERO N.59,41908
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41908
segnatura,SR,segnatura,SR,41907
noName,262.1/21,noName,262.1/21,41907
cod_sez,AE,cod_sez,AE,41907
n_s_sez,3,n_s_sez,3,41907
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41907
titolo,MATRIMONIO E FAMIGLIA NELL'INSEGNAMENTO DI GIOVANNI PAOLO II CICLO DI CATECHESI ALLE UDIENZE GENERALI,titolo,MATRIMONIO E FAMIGLIA NELL'INSEGNAMENTO DI GIOVANNI PAOLO II CICLO DI CATECHESI ALLE UDIENZE GENERALI,41907
edizione,II,edizione,II,41907
luogo_pub,ROMA,luogo_pub,ROMA,41907
editore,PAOLINE,editore,PAOLINE,41907
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41907
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41907
pagine,95,pagine,95,41907
formato,18,formato,18,41907
collezion,MAGISTERO N.58,collezion,MAGISTERO N.58,41907
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41907
segnatura,SR,segnatura,SR,41906
noName,262.1/20,noName,262.1/20,41906
cod_sez,AE,cod_sez,AE,41906
n_s_sez,3,n_s_sez,3,41906
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41906
titolo,CATECHESI TRADENDAE EDUCARE ALLA FEDE OGGI,titolo,CATECHESI TRADENDAE EDUCARE ALLA FEDE OGGI,41906
edizione,I,edizione,I,41906
luogo_pub,ALBA,luogo_pub,ALBA,41906
editore,PAOLINE,editore,PAOLINE,41906
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41906
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41906
pagine,59,pagine,59,41906
formato,18,formato,18,41906
collezion,MAGISTERO N.56,collezion,MAGISTERO N.56,41906
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41906
segnatura,SR,segnatura,SR,41905
noName,262.1/19,noName,262.1/19,41905
cod_sez,AE,cod_sez,AE,41905
n_s_sez,3,n_s_sez,3,41905
autore,C.E.I.,autore,C.E.I.,41905
edizione,I,edizione,I,41905
luogo_pub,ALBA,luogo_pub,ALBA,41905
editore,PAOLINE,editore,PAOLINE,41905
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41905
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41905
pagine,56,pagine,56,41905
formato,18,formato,18,41905
collezion,MAGISTERO N.55,collezion,MAGISTERO N.55,41905
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41905
segnatura,SR,segnatura,SR,41904
noName,262.1/18,noName,262.1/18,41904
cod_sez,AE,cod_sez,AE,41904
n_s_sez,3,n_s_sez,3,41904
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41904
titolo,"GIOVANNI PAOLO II IN IRLANDA, ALL'ONU E NEGLI STATI UNITI DISCORSI DEL III VIAGGIO APOSTOLICO",titolo,"GIOVANNI PAOLO II IN IRLANDA, ALL'ONU E NEGLI STATI UNITI DISCORSI DEL III VIAGGIO APOSTOLICO",41904
edizione,I,edizione,I,41904
luogo_pub,ALBA,luogo_pub,ALBA,41904
editore,PAOLINE,editore,PAOLINE,41904
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41904
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41904
pagine,211,pagine,211,41904
formato,18,formato,18,41904
collezion,MAGISTERO N.54,collezion,MAGISTERO N.54,41904
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41904
segnatura,SR,segnatura,SR,41903
noName,262.1/17,noName,262.1/17,41903
cod_sez,AE,cod_sez,AE,41903
n_s_sez,3,n_s_sez,3,41903
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41903
titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN POLONIA DISCORSI DEL II VIAGGIO APOSTOLICO,titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN POLONIA DISCORSI DEL II VIAGGIO APOSTOLICO,41903
edizione,I,edizione,I,41903
luogo_pub,ALBA,luogo_pub,ALBA,41903
editore,PAOLINE,editore,PAOLINE,41903
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41903
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41903
pagine,128,pagine,128,41903
formato,18,formato,18,41903
collezion,MAGISTERO N.53,collezion,MAGISTERO N.53,41903
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41903
segnatura,SR,segnatura,SR,41902
noName,262.1/16,noName,262.1/16,41902
cod_sez,AE,cod_sez,AE,41902
n_s_sez,3,n_s_sez,3,41902
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41902
titolo,SAPIENTIA CHRISTIANA COSTITUZIONE APOSTOLICA DI G.P.II CIRCA LE UNIVERSITA' E LE FACO LTA' ECCLESIASTICHE,titolo,SAPIENTIA CHRISTIANA COSTITUZIONE APOSTOLICA DI G.P.II CIRCA LE UNIVERSITA' E LE FACO LTA' ECCLESIASTICHE,41902
edizione,I,edizione,I,41902
luogo_pub,ALBA,luogo_pub,ALBA,41902
editore,PAOLINE,editore,PAOLINE,41902
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41902
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41902
pagine,53,pagine,53,41902
formato,18,formato,18,41902
collezion,MAGISTERO N.52,collezion,MAGISTERO N.52,41902
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41902
segnatura,SR,segnatura,SR,41901
noName,262.1/15,noName,262.1/15,41901
cod_sez,AE,cod_sez,AE,41901
n_s_sez,3,n_s_sez,3,41901
autore,C.E.I.,autore,C.E.I.,41901
edizione,I,edizione,I,41901
luogo_pub,ALBA,luogo_pub,ALBA,41901
editore,PAOLINE,editore,PAOLINE,41901
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41901
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41901
pagine,24,pagine,24,41901
formato,18,formato,18,41901
collezion,MAGISTERO N.51,collezion,MAGISTERO N.51,41901
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41901
segnatura,SR,segnatura,SR,41900
noName,262.1/14,noName,262.1/14,41900
cod_sez,AE,cod_sez,AE,41900
n_s_sez,3,n_s_sez,3,41900
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41900
edizione,I,edizione,I,41900
luogo_pub,ALBA,luogo_pub,ALBA,41900
editore,PAOLINE,editore,PAOLINE,41900
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41900
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41900
pagine,30,pagine,30,41900
formato,18,formato,18,41900
collezion,MAGISTERO N.50,collezion,MAGISTERO N.50,41900
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41900
segnatura,SR,segnatura,SR,41899
noName,262.1/13,noName,262.1/13,41899
cod_sez,AE,cod_sez,AE,41899
n_s_sez,3,n_s_sez,3,41899
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41899
titolo,REDEMPTOR HOMINIS LETTERA ENCICLICA DI GIOVANNI PAOLO II ALL'INIZIO DEL SUO MINIST ERO PONTIFICALE,titolo,REDEMPTOR HOMINIS LETTERA ENCICLICA DI GIOVANNI PAOLO II ALL'INIZIO DEL SUO MINIST ERO PONTIFICALE,41899
edizione,I,edizione,I,41899
luogo_pub,ALBA,luogo_pub,ALBA,41899
editore,PAOLINE,editore,PAOLINE,41899
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41899
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41899
pagine,64,pagine,64,41899
formato,18,formato,18,41899
collezion,MAGISTERO N.49,collezion,MAGISTERO N.49,41899
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41899
segnatura,SR,segnatura,SR,41898
noName,262.1/12,noName,262.1/12,41898
cod_sez,AE,cod_sez,AE,41898
n_s_sez,3,n_s_sez,3,41898
autore,"GIOVANNI PAOLO II, PAPA",autore,"GIOVANNI PAOLO II, PAPA",41898
titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN MESSICO DISCORSI DEL PRIMO VIAGGIO APOSTOLICO,titolo,GIOVANNI PAOLO II ALLA CHIESA CHE E' IN MESSICO DISCORSI DEL PRIMO VIAGGIO APOSTOLICO,41898
edizione,I,edizione,I,41898
luogo_pub,ALBA,luogo_pub,ALBA,41898
editore,PAOLINE,editore,PAOLINE,41898
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41898
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41898
pagine,80,pagine,80,41898
formato,18,formato,18,41898
collezion,MAGISTERO N.48,collezion,MAGISTERO N.48,41898
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41898
segnatura,SR,segnatura,SR,41897
noName,262.1/11,noName,262.1/11,41897
cod_sez,AE,cod_sez,AE,41897
n_s_sez,3,n_s_sez,3,41897
autore,C.E.I.,autore,C.E.I.,41897
titolo,LA COMUNITA' CRISTIANA E L'ACCOGLIENZA DELLA VITA UMANA NASCENTE ISTRUZIONE PASTORALE DELLA C.E.I.,titolo,LA COMUNITA' CRISTIANA E L'ACCOGLIENZA DELLA VITA UMANA NASCENTE ISTRUZIONE PASTORALE DELLA C.E.I.,41897
edizione,II,edizione,II,41897
luogo_pub,ALBA,luogo_pub,ALBA,41897
editore,PAOLINE,editore,PAOLINE,41897
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41897
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41897
pagine,30,pagine,30,41897
formato,18,formato,18,41897
collezion,MAGISTERO N.47,collezion,MAGISTERO N.47,41897
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41897
segnatura,SR,segnatura,SR,41896
noName,262.1/10,noName,262.1/10,41896
cod_sez,AE,cod_sez,AE,41896
n_s_sez,3,n_s_sez,3,41896
autore,SACRA CONGREGAZIONE DEI RELIGIOSI,autore,SACRA CONGREGAZIONE DEI RELIGIOSI,41896
edizione,I,edizione,I,41896
luogo_pub,ALBA,luogo_pub,ALBA,41896
editore,PAOLINE,editore,PAOLINE,41896
data_pub,COPYRIGHT 1978,data_pub,COPYRIGHT 1978,41896
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41896
pagine,43,pagine,43,41896
formato,18,formato,18,41896
collezion,MAGISTERO N.45,collezion,MAGISTERO N.45,41896
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41896
segnatura,SR,segnatura,SR,41895
noName,262.1/9,noName,262.1/9,41895
cod_sez,AE,cod_sez,AE,41895
n_s_sez,3,n_s_sez,3,41895
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",41895
titolo,NOI CREDIAMO PROFESSIONE DI FEDE DI S.S. PAOLO VI,titolo,NOI CREDIAMO PROFESSIONE DI FEDE DI S.S. PAOLO VI,41895
edizione,VI,edizione,VI,41895
luogo_pub,ALBA,luogo_pub,ALBA,41895
editore,PAOLINE,editore,PAOLINE,41895
data_pub,COPYRIGHT 1978,data_pub,COPYRIGHT 1978,41895
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41895
pagine,14,pagine,14,41895
formato,18,formato,18,41895
collezion,MAGISTERO N.44,collezion,MAGISTERO N.44,41895
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41895
segnatura,SR,segnatura,SR,41894
noName,262.1/8,noName,262.1/8,41894
cod_sez,AE,cod_sez,AE,41894
n_s_sez,3,n_s_sez,3,41894
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",41894
titolo,EVANGELIZZAZIONE NEL MONDO CONTEMPORANEO ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI,titolo,EVANGELIZZAZIONE NEL MONDO CONTEMPORANEO ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI,41894
edizione,X,edizione,X,41894
luogo_pub,ROMA,luogo_pub,ROMA,41894
editore,PAOLINE,editore,PAOLINE,41894
data_pub,COPYRIGHT 1982,data_pub,COPYRIGHT 1982,41894
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41894
pagine,63,pagine,63,41894
formato,18,formato,18,41894
collezion,MAGISTERO N.40,collezion,MAGISTERO N.40,41894
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41894
segnatura,SR,segnatura,SR,41893
noName,262.1/7,noName,262.1/7,41893
cod_sez,AE,cod_sez,AE,41893
n_s_sez,3,n_s_sez,3,41893
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",41893
titolo,LA GIOIA CRISTIANA ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI,titolo,LA GIOIA CRISTIANA ESORTAZIONE APOSTOLICA DI S.S.PAOLO VI,41893
edizione,VI,edizione,VI,41893
luogo_pub,ALBA,luogo_pub,ALBA,41893
editore,PAOLINE,editore,PAOLINE,41893
data_pub,COPYRIGHT 1978,data_pub,COPYRIGHT 1978,41893
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41893
pagine,30,pagine,30,41893
formato,18,formato,18,41893
collezion,MAGISTERO N.37,collezion,MAGISTERO N.37,41893
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41893
segnatura,SR,segnatura,SR,41892
noName,262.1/6,noName,262.1/6,41892
cod_sez,AE,cod_sez,AE,41892
n_s_sez,3,n_s_sez,3,41892
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",41892
edizione,X,edizione,X,41892
luogo_pub,MILANO,luogo_pub,MILANO,41892
editore,PAOLINE,editore,PAOLINE,41892
data_pub,COPYRIGHT 1981,data_pub,COPYRIGHT 1981,41892
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41892
pagine,30,pagine,30,41892
formato,18,formato,18,41892
collezion,MAGISTERO N.33,collezion,MAGISTERO N.33,41892
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41892
segnatura,SR,segnatura,SR,41891
noName,262.1/5,noName,262.1/5,41891
cod_sez,AE,cod_sez,AE,41891
n_s_sez,3,n_s_sez,3,41891
titolo,COMMUNIO ET PROGRESSIO ISTRUZIONE PASTORALE DELLA PONTIFICIA COMMISSIONE PER LE COMUNIC AZIONI SOCIALI SUGLI STRUMENTI DELLA COMUNICAZIONE SOCIALE,titolo,COMMUNIO ET PROGRESSIO ISTRUZIONE PASTORALE DELLA PONTIFICIA COMMISSIONE PER LE COMUNIC AZIONI SOCIALI SUGLI STRUMENTI DELLA COMUNICAZIONE SOCIALE,41891
edizione,II,edizione,II,41891
luogo_pub,ALBA,luogo_pub,ALBA,41891
editore,PAOLINE,editore,PAOLINE,41891
data_pub,COPYRIGHT 1978,data_pub,COPYRIGHT 1978,41891
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41891
pagine,76,pagine,76,41891
formato,18,formato,18,41891
collezion,MAGISTERO N.32,collezion,MAGISTERO N.32,41891
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41891
segnatura,SR,segnatura,SR,41890
noName,262.1/4,noName,262.1/4,41890
cod_sez,AE,cod_sez,AE,41890
n_s_sez,3,n_s_sez,3,41890
autore,"PAOLO VI, PAPA",autore,"PAOLO VI, PAPA",41890
edizione,XII,edizione,XII,41890
luogo_pub,ALBA,luogo_pub,ALBA,41890
editore,PAOLINE,editore,PAOLINE,41890
data_pub,COPYRIGHT 1978,data_pub,COPYRIGHT 1978,41890
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41890
pagine,24,pagine,24,41890
formato,18,formato,18,41890
collezion,MAGISTERO N.30,collezion,MAGISTERO N.30,41890
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41890
segnatura,SR,segnatura,SR,41889
noName,262.1/3,noName,262.1/3,41889
cod_sez,AE,cod_sez,AE,41889
n_s_sez,4,n_s_sez,4,41889
titolo,GAUDIUM ET SPES COSTITUZIONE PASTORALE DEL CONCILIO VATICANO II SULLA CHIESA NEL MONDO CONTEMPORANEO,titolo,GAUDIUM ET SPES COSTITUZIONE PASTORALE DEL CONCILIO VATICANO II SULLA CHIESA NEL MONDO CONTEMPORANEO,41889
edizione,XII,edizione,XII,41889
luogo_pub,ALBA,luogo_pub,ALBA,41889
editore,PAOLINE,editore,PAOLINE,41889
data_pub,COPYRIGHT 1980,data_pub,COPYRIGHT 1980,41889
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41889
pagine,96,pagine,96,41889
formato,18,formato,18,41889
collezion,MAGISTERO N.28,collezion,MAGISTERO N.28,41889
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41889
segnatura,SR,segnatura,SR,41888
noName,262.1/2,noName,262.1/2,41888
cod_sez,AE,cod_sez,AE,41888
n_s_sez,4,n_s_sez,4,41888
titolo,AD GENTES DECRETO CONCILIARE SULL'ATTIVITA' MISSIONARIA DELLA CHIESA,titolo,AD GENTES DECRETO CONCILIARE SULL'ATTIVITA' MISSIONARIA DELLA CHIESA,41888
edizione,II,edizione,II,41888
luogo_pub,ALBA,luogo_pub,ALBA,41888
editore,PAOLINE,editore,PAOLINE,41888
data_pub,COPYRIGHT 1979,data_pub,COPYRIGHT 1979,41888
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41888
pagine,48,pagine,48,41888
formato,18,formato,18,41888
collezion,MAGISTERO N.26,collezion,MAGISTERO N.26,41888
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41888
segnatura,SR,segnatura,SR,41887
noName,262.1/1,noName,262.1/1,41887
cod_sez,AE,cod_sez,AE,41887
n_s_sez,4,n_s_sez,4,41887
titolo,APOSTOLICAM ACTUOSITATEM DECRETO DEL CONCILIO VATICANO II SULL'APOSTOLATO DEI LAICI,titolo,APOSTOLICAM ACTUOSITATEM DECRETO DEL CONCILIO VATICANO II SULL'APOSTOLATO DEI LAICI,41887
edizione,XXV,edizione,XXV,41887
luogo_pub,ROMA,luogo_pub,ROMA,41887
editore,PAOLINE,editore,PAOLINE,41887
data_pub,COPYRIGHT 1984,data_pub,COPYRIGHT 1984,41887
volume,2025-01-01 00:00:00,volume,2025-01-01 00:00:00,41887
pagine,32,pagine,32,41887
formato,18,formato,18,41887
collezion,MAGISTERO N.24,collezion,MAGISTERO N.24,41887
data_crea,2003-02-24 00:00:00,data_crea,2003-02-24 00:00:00,41887
