n_scheda,titolo,autore,data_pub,luogo_pub,editore,collezion,ext_source,ext_match_score,ext_title,ext_author,ext_year,ext_url,ext_identifiers,n_scheda_field,cod_isbn,cod_sez,collabor,edizione,ext_language,ext_notes,ext_physical_desc,ext_place,ext_publisher,formato,n_s_sez,note_sp,pagine,soggetto
41732,LA BEATA GIOVANNA BONHOMO MONACA BENEDETTINA (1606-1670),"DORE, PEPPINA",1937,BRESCIA,MORCELLIANA,BIOGRAFIE,OPAC SBN,0.763,"La beata Giovanna Bonhomo, monaca benedettina (1606-1670) / Maria Giovanna (Peppina Dore)","Dore, Maria Giovanna",1937,https://opac.sbn.it/bid/CAG0030209,"{""bid"": ""IT\\ICCU\\CAG\\0030209""}",41732,,SE,,I,ITALIANO,,"418 p., [1] c. di tav.: ritr. ; 19 cm",,,19,30,,418,
41733,SANTA MARIA MICHELINA DEL SS. SACRAMENTO FOND. DELLE ANCELLE DEL SS. SACRAMENTO E DELLA CARITA',"ANGELO ROMANO DI S. TERESA, TRINITARIO",1934,ROMA,TIP. AGOSTINIANA,BIOGRAFIE,OPAC SBN,0.337,"Il Servo di Dio p. Domenico del ss. Sacramento, trinitario scalzo","Romano, Angelo <1891-1959>",1941,https://opac.sbn.it/bid/CUB0558283,"{""bid"": ""IT\\ICCU\\CUB\\0558283""}",41733,,SE,,I,ITALIANO,,16. p. 40.,,,20,30,,368,
41734,,,1924,TORINO,MARIETTI,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41734,,SE,,IV,,,,,,20,30,,386,
41735,UN VERO ANGELO DI CARITA' SUOR GIUSEPPINA NICOLI (1863-1925),"BECHIS, BARTOLOMEO MARIA, P.D.M.",1926,CASALE MONFERRATO,TIP. G. LAVAGNO,BIOGRAFIE,OPAC SBN,0.490,La bianca colomba di Maria : rappresentazione sacra in tre parti / parole di B. M. Bechis ; musica di M. Mondo,"Bechis, Bartolomeo Maria",1934,https://opac.sbn.it/bid/CUB0709584,"{""bid"": ""IT\\ICCU\\CUB\\0709584""}",41735,,SE,,I,ITALIANO,L. 1.,80 p. ; 17 cm,,,22,30,,470,
41736,MEDITAZIONI SALESIANE RICAVATE DALLE OPERE DEL DOTTORE S. FRANCESCO DI SALES E DISTRIBUITE PER OGNI GIORNO DELL'ANNO. V. I: DAL PRIMO GE  NNAIO AL 30 GIUGNO,"ORLANDI, ADEODATO",1896,TORINO,LIBR. SALESIANA,,OPAC SBN,0.556,Manuale completo dei devoti del SS. Cuore di Gesu / compilato dal canonico Adeodato Orlandi,"Orlandi, Adeodato",1882,https://opac.sbn.it/bid/CSA0053915,"{""bid"": ""IT\\ICCU\\CSA\\0053915""}",41736,,SP,,,ITALIANO,,435 p. ; 18 cm,,,18,12,"OP. UTILE AI PREDICATORI, CONFESSORI E DIRETTORI D",498,
41737,MEDITAZIONI SALESIANE RICAVATE DALLE OPERE DEL DOTTORE S. FRANCESCO DI SALES E DISTRIBUITE PER OGNI GIORNO DELL'ANNO. V. II: DAL PRIMO L  UGLIO AL 31 DICEMBRE,"ORLANDI, ADEODATO",1896,TORINO,LIBR. SALESIANA,,OPAC SBN,0.559,Manuale completo dei devoti del SS. Cuore di Gesu / compilato dal canonico Adeodato Orlandi,"Orlandi, Adeodato",1882,https://opac.sbn.it/bid/CSA0053915,"{""bid"": ""IT\\ICCU\\CSA\\0053915""}",41737,,SP,,,ITALIANO,,435 p. ; 18 cm,,,18,12,"OP. UTILE AI PREDICATORI, CONFESSORI E DIRETTORI D",548,
41738,SPIEGAZIONI DEL VANGELO AL POPOLO. V. I: DALLA PRIMA DOMENICA D'AVVE NTO A PASQUA DI RISURREZIONE,"FRASSINETTI, GIUSEPPE",1923,ALBA (CN),SCUOLA TIP. EDITRICE,,OPAC SBN,0.491,Amiamo Gesù / per Giuseppe Frassinetti,"Frassinetti, Giuseppe",1876,https://opac.sbn.it/bid/PBE0061573,"{""bid"": ""IT\\ICCU\\PBE\\0061573""}",41738,,CP,,II,ITALIANO,,64 p. ; 14 cm,,,21.5,14,,"VII,460",
41739,SPIEGAZIONI DEL VANGELO AL POPOLO. V. II: DALLA PRIMA DOMENICA IN AL BIS A ULTIMA DOPO PENTECOSTE,"FRASSINETTI, GIUSEPPE",1923,ALBA (CN),SCUOLA TIP. EDITRICE,,OPAC SBN,0.470,Monaca in casa / Giuseppe Frassinetti,"Frassinetti, Giuseppe",1908,https://opac.sbn.it/bid/TO01227562,"{""bid"": ""IT\\ICCU\\TO0\\1227562""}",41739,,CP,,II,ITALIANO,,211 p. ; 15 cm.,,,21.5,14,,"4 F.P.,543",
41740,,"RODRIGUEZ, ALFONSO, S.I.",1893,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.669,"Esercizio di perfezione e di virtù cristiane : Volume I, parte I e II","Rodríguez, Alonso <1538-1616>",1893,https://opac.sbn.it/bid/CUB0556837,"{""bid"": ""IT\\ICCU\\CUB\\0556837""}",41740,,SP,,,ITALIANO,,"16. p. XVJ, 710.",,,14,4,,"XVI,710",
41741,,"RODRIGUEZ, ALFONSO, S.I.",1893,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.669,"Esercizio di perfezione e di virtù cristiane : Volume I, parte I e II","Rodríguez, Alonso <1538-1616>",1893,https://opac.sbn.it/bid/CUB0556837,"{""bid"": ""IT\\ICCU\\CUB\\0556837""}",41741,,SP,,,ITALIANO,,"16. p. XVJ, 710.",,,14,4,,"4 F.P.,464",
41742,,"RODRIGUEZ, ALFONSO, S.I.",1894,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.669,"Esercizio di perfezione e di virtù cristiane : Volume I, parte I e II","Rodríguez, Alonso <1538-1616>",1893,https://opac.sbn.it/bid/CUB0556837,"{""bid"": ""IT\\ICCU\\CUB\\0556837""}",41742,,SP,,,ITALIANO,,"16. p. XVJ, 710.",,,14,4,,"VII,628",
41743,,"RODRIGUEZ, ALFONSO, S.I.",1894,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.669,"Esercizio di perfezione e di virtù cristiane : Volume I, parte I e II","Rodríguez, Alonso <1538-1616>",1893,https://opac.sbn.it/bid/CUB0556837,"{""bid"": ""IT\\ICCU\\CUB\\0556837""}",41743,,SP,,,ITALIANO,,"16. p. XVJ, 710.",,,14,4,,"4 F.P.,504",
41744,,"RODRIGUEZ, ALFONSO, S.I.",1895,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.609,La via sicura della cristiana virtù e perfezione : raccolta di brevi trattati / scritti da S. Alfonso Rodriguez,"Rodríguez, Alonso <1538-1616>",1907,https://opac.sbn.it/bid/TO00815630,"{""bid"": ""IT\\ICCU\\TO0\\0815630""}",41744,,SP,,,ITALIANO,,"270 p., [1! c. di tav. : ritr. ; 15 cm.",,,14,4,,"VII,477",
41745,,"RODRIGUEZ, ALFONSO, S.I.",1895,TORINO,TIP. PONTIFICIA P. MARIETTI,,OPAC SBN,0.609,La via sicura della cristiana virtù e perfezione : raccolta di brevi trattati / scritti da S. Alfonso Rodriguez,"Rodríguez, Alonso <1538-1616>",1907,https://opac.sbn.it/bid/TO00815630,"{""bid"": ""IT\\ICCU\\TO0\\0815630""}",41745,,SP,,,ITALIANO,,"270 p., [1! c. di tav. : ritr. ; 15 cm.",,,14,4,,"4 F.P.,440",
41746,,"SEGNERI, PAOLO, S.I.",1894-1895,TORINO,TIP. E LIBR. SALESIANA,,OPAC SBN,0.625,"L'albero della vita, ovvero I pregi e I frutti della s. Messa, colla maniera di parteciparne copiosamente","Segneri, Paolo <1624-1694>",1911,https://opac.sbn.it/bid/CUB0591779,"{""bid"": ""IT\\ICCU\\CUB\\0591779""}",41746,,SP,,II,ITALIANO,CENT. 50.,"24. p. 116, con Tavola",,,13.5,5,DUE VOLL. IN UNO,///,
41747,,"SEGNERI, PAOLO, S.I.",1885,TORINO,TIP. E LIBR. SALESIANA,,OPAC SBN,0.625,"L'albero della vita, ovvero I pregi e I frutti della s. Messa, colla maniera di parteciparne copiosamente","Segneri, Paolo <1624-1694>",1911,https://opac.sbn.it/bid/CUB0591779,"{""bid"": ""IT\\ICCU\\CUB\\0591779""}",41747,,SP,,,ITALIANO,CENT. 50.,"24. p. 116, con Tavola",,,13.5,5,DUE VOLL. IN UNO,///,
41748,,"SEGNERI, PAOLO, S.I.",1894-1895,TORINO,TIP. E LIBR. SALESIANA,,OPAC SBN,0.625,"L'albero della vita, ovvero I pregi e I frutti della s. Messa, colla maniera di parteciparne copiosamente","Segneri, Paolo <1624-1694>",1911,https://opac.sbn.it/bid/CUB0591779,"{""bid"": ""IT\\ICCU\\CUB\\0591779""}",41748,,SP,,II,ITALIANO,CENT. 50.,"24. p. 116, con Tavola",,,13.5,5,DUE VOLL. IN UNO,///,
41749,,"TOMMASO, D'AQUINO, S.",1928,TAURINI,MARIETTI,,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41749,,TD,,,eng,,,,,21,3,OP. DOPPIA DIVERSA ED.,"4 F.P.,768",
41750,,"TOMMASO, D'AQUINO, S.",1928,TAURINI,MARIETTI,,Open Library,0.688,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41750,,TD,,"XIX, RIST. EMEND.",eng,,,,,21,3,"OP. DOPPIA, DIVERSA ED.","4 F.P.,700",
41751,"SUMMA THEOLOGICA. PARS II-II, A QU. I. USQUE AD QU. CXXIII, TOMUS TE RTIUS","TOMMASO, D'AQUINO, S.",1928,TAURINI,MARIETTI,,OPAC SBN,0.302,M. Antonii Christophori ... Orationes,"Cristoforo, Antonio",1784,https://opac.sbn.it/bid/IT\ICCU\TO0E\043222,"{""bid"": ""IT\\ICCU\\TO0E\\043222""}",41751,,TD,,"XIX, RIST. EMEND.",LATINO,Marca calcogr. sul frontespizio | Segn.: a¹² π1 A-Q⁸ R¹² | Bianca la prima c | Var. B: + χ1 di Errata.,"xxiv, [2!, 279, [1! p. ; 8º",,,21,3,"OP. DOPPIA, DIVERSA ED.","4 F.P.,700",
41752,"SUMMA THEOLOGICA. PARS II-II, A QU. CXXIV, AD FINEM. PARS III A QU. I. AD LXII. TOMUS QUARTUS","TOMMASO, D'AQUINO, S.",1928,TAURINI,MARIETTI,,Open Library,0.454,Summa Theologica,Thomas Aquinas,1467,https://openlibrary.org/works/OL15314568W,{},41752,,TD,,"XIX, RIST. EMEND.",eng,,,,,21,3,"OP. DOPPIA, DIVERSA ED.","4 F.P.,819",
41753,"SUMMA THEOLOGICA. PARS III, A QU. LXIII, AD FINEM, ET SUPPLEMENTUM I II PARTIS. TOMUS QUINTUS","TOMMASO, D'AQUINO, S.",1928,TAURINI,MARIETTI,,OPAC SBN,0.296,M. Antonii Christophori ... Orationes,"Cristoforo, Antonio",1784,https://opac.sbn.it/bid/IT\ICCU\TO0E\043222,"{""bid"": ""IT\\ICCU\\TO0E\\043222""}",41753,,TD,,"XIX, RIST. EMEND.",LATINO,Marca calcogr. sul frontespizio | Segn.: a¹² π1 A-Q⁸ R¹² | Bianca la prima c | Var. B: + χ1 di Errata.,"xxiv, [2!, 279, [1! p. ; 8º",,,21,3,"OP. DOPPIA, DIVERSA ED.","4 F.P.,824",
41754,SUMMA SUMMAE S. THOMAE SIVE COMPENDIUM THEOLOGIAE DOGMATICO-SPECULAT I VAE... V. III,"BILLUART, C. R., O.P.",1894,GENUAE,TYP. ARCHIEPISCOPALIBUS,,OPAC SBN,0.474,Summa Sancti Thomae : hodiernis academiarum moribus accommodata / F. C. R. Billuart,"Billuart, Charles René",,https://opac.sbn.it/bid/TO01300516,"{""bid"": ""IT\\ICCU\\TO0\\1300516""}",41754,,TD,,,LATINO,Pubblicato anche come: Parisiis : Apud Victorem Palmé,v. ; 28 cm,,,19,3,,378,
41755,,"HALL, SUE G.",COPYRIGHT 1968,MILANO,MONDADORI,LE SCIE,OPAC SBN,0.940,Robert F. Kennedy allo scoperto / a cura di Sue G. Hall ; traduzione di Vittorio Di Giuro,"Hall, Sue G.",1968,https://opac.sbn.it/bid/MOD0248379,"{""bid"": ""IT\\ICCU\\MOD\\0248379""}",41755,,S,"V. DI GIURO, TRAD.",III,ITALIANO,,"143 p., [8] p. di tav. : ill. ; 21 cm",,,21,25,,147,
41756,"UN MARTIRE DI CINA IL BEATO GIOVANNI DA TRIORA, FRATE MINORE","ANTONELLI, GIUSEPPE, SAC.",1900,ROMA,TIP. SALLUSTIANA,BIOGRAFIE,OPAC SBN,0.450,De conceptu impotentiæ et sterilitatis relate ad matrimonium / Ios. Antonelli sac,"Antonelli, Giuseppe <1861-1944>",1900,https://opac.sbn.it/bid/TO00923509,"{""bid"": ""IT\\ICCU\\TO0\\0923509""}",41756,,SE,,I,LATINO,,115 p. ; 24 cm.,,,26,30,,272,
41757,"MADRE LEDOVINA MARIA SCAGLIONI CONFONDATRICE DELLE ""FIGLIE DELL'ORATORIO""","SALVADERI,CARLO",COPYRIGHT 1982,LODI,LODIGRAF,BIOGRAFIE,OPAC SBN,0.680,Il servo di Dio D. Vincenzo Grossi : fondatore dell'Istituto Figlie dell'Oratorio / Carlo Salvaderi,"Salvaderi, Carlo",1955,https://opac.sbn.it/bid/TO00705680,"{""bid"": ""IT\\ICCU\\TO0\\0705680""}",41757,,SE,,I,ITALIANO,,"319 p., [8] c. di tav. : ill. ; 22 cm",,,21,30,,230,
41758,"IL ""GHELLABA"" OLIVIERI IL SERVO DI DIO NICCOLO' OLIVIERI","RAVECCA, PIETRO RINO",COPYRIGHT 1984,GENOVA,TORMENA,BIOGRAFIE,OPAC SBN,0.817,"Il ""Ghellaba"" Olivieri / Pietro Rino Ravecca","Ravecca, Pietro Rino",1984,https://opac.sbn.it/bid/LIG0036830,"{""bid"": ""IT\\ICCU\\LIG\\0036830""}",41758,,SE,,I,ITALIANO,,"93 p. : ritr., fot. ; 24 cm",,,24,30,,,
41759,GIOVANNI ANTONIO FARINA VESC. DI TREVISO E IL CAPITOLO DELLA SUA CATTEDRALE (1850.1860),"SARETTA, GINO",COPYRIGHT 1998,ROMA,P. U. LATERANENSIS,SAGGIO/TESI DI DOTTORATO,OPAC SBN,0.503,"Giovanni Antonio Farina vescovo di Treviso e il Capitolo della sua Cattedrale : aspetti giuridico-pastorali di una decennale vertenza (1850-1860) : studio sulla Causa Tarvisina jurium capitularium, definita il 22 settembre 1860 presso la S. Congregazione del Concilio / Gino Saretta","Saretta, Gino",1998,https://opac.sbn.it/bid/VIA0071484,"{""bid"": ""IT\\ICCU\\VIA\\0071484""}",41759,,SE,,I,ITALIANO,In testa al frontespizio: Pontificia Universitas Lateranensis; Theses ad doctoratum in jure canonico.,248 p. : ill. ; 24 cm,,,24,3,,248,
41760,,"MARENA, AURELIO, VESC.",COPYRIGHT 1961,ROMA,PAOLINE,BIOGRAFIE,Open Library,0.385,Francesco di Assisi nei suoi scritti e nelle antiche biografie,Giambattista Montorsi,1973,https://openlibrary.org/works/OL5378046W,{},41760,,SE,,I,ita,,,,,20,30,,245,
41761,L'ORGOGLIO HA FATT PERDERE A TANTI LA MISURA DELL'UOMO VOCI CELESTI,,1979,,,LETTURA SPIRITUALE,NOT_FOUND,0.000,,,,,{},41761,,SP,,II,,,,,,20,17,,220,
41762,22 ANNI DI INCONTRI CON LA MADONNA A BERGALLA DI BALESTRINO,"MANTERO, PIERO",COPYRIGHT 1986,GENOVA,ED. DI VINCENZO,APPARIZIONI DI MARIA,OPAC SBN,0.539,"22 anni di incontri con la Madonna : una Medjugorje italiana? : a Bergalla di Balestrino una bimba divenuta donna vive e parla con la Vergine : i fatti, le testimonianze, i fenomeni, i messaggi, le novità / Piero Mantero","Mantero, Piero",1986,https://opac.sbn.it/bid/CFI0030113,"{""bid"": ""IT\\ICCU\\CFI\\0030113""}",41762,,SP,,I,ITALIANO,,"116 p., \4! c. di tav. : ill. ; 21 cm.",,,21,16,,120,
41763,,,COPYRIGHT 1929,VICENZA,S. A. TIP.,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41763,,SE,MON. CHAMBERY,I,,,,,,21,30,,310,
41764,,"ROCCA, ANGELO MARIA",COPYRIGHT 1935,VICENZA,S. A. TIP.,BIOGRAFIE,Library of Congress,0.427,La casa per tutti nell'Italia giolittiana : provvedimenti e iniziative per la municipalizzazione dell'edilizia popolare,"d'amuri, maria",2013,http://www.loc.gov/item/2020718648/,"{""loc_id"": ""http://www.loc.gov/item/2020718648/""}",41764,,SE,,II,,,,,,21,30,,175,
41765,UN MARTIRE MODERNO VITA DEL BEATO GIOVANNI TEOFANO VENARD,,1910,MILANO,MISSIONI CATTOLICHE,BIGRAFIE,OPAC SBN,0.541,Un martire moderno : vita del beato Giovanni Teofano Venard / versione dal francese del p. Gioacchino Cattaneo,,1910,https://opac.sbn.it/bid/CUB0437497,"{""bid"": ""IT\\ICCU\\CUB\\0437497""}",41765,,SE,GIOACHIMO CATTANEO,I,ITALIANO,L. 1.50.,"16. p. XV, 347, con ritratto",,,190,30,,347,
41766,CENNI SULLA VITA DEL BEATO LUCA BELLUDI DISCEPOLO E COMPAGNO DI S. ANTONIO DI PADOVA,"BONAVENTURA MARINANGELI, O.F.M.C.",1929,PADOVA,BASILICA DEL SANTO,BIGRAFIE,OPAC SBN,0.685,"Cenni sulla vita del beato Luca Belludi dei Frati Minori di s. Francesco, detti Conventuali, discepolo e compagno di s. Antonio di Padova / Bonaventura Marinangeli","Marinangeli, Bonaventura",1929,https://opac.sbn.it/bid/CUB0402548,"{""bid"": ""IT\\ICCU\\CUB\\0402548""}",41766,,SE,,I,ITALIANO,,"XI, 224 p., [1] c.di tav. : ill. ; 20 cm.",,,18,30,,223,
41767,,"DEL-GIGLIO, ANTONIO",1904,QUARACCHI-FI,TIP.COLL. S. BONAVENTURA,BIGRAFIE,OPAC SBN,0.893,S. Pasquale Bailon : frate minore / per Antonio Del Giglio,"Del Giglio, Antonio",1904,https://opac.sbn.it/bid/PAL0131350,"{""bid"": ""IT\\ICCU\\PAL\\0131350""}",41767,,SE,,I,ITALIANO,,208 p. ; 18 cm,,,17,30,,210,
41768,,"ROSA-FORNELLI, C.",1891,TORINO,LIB. D. S. CUORE,BIGRAFIE,OPAC SBN,0.883,"Vita e martirio del beato G. Gabriele Perboyre, prete della Missione / C. Rosa-Fornelli","Rosa Fornelli, C.",1891,https://opac.sbn.it/bid/TO00707053,"{""bid"": ""IT\\ICCU\\TO0\\0707053""}",41768,,SE,,I,ITALIANO,,"XVI, 230 p. ; 17 cm.",,,16,30,,229,
41769,,"BORTOLAMASI, S.S.P.",1934,ALBA,PAOLINE,BIGRAFIE,OPAC SBN,0.827,San Fedele da Sigmaringa / Bortolamasi,"Bortolamasi, S.",1934,https://opac.sbn.it/bid/TO01160136,"{""bid"": ""IT\\ICCU\\TO0\\1160136""}",41769,,SE,,I,ITALIANO,,158 p. : ill. ; 18 cm,,,16,30,,159,
41770,,"MATTALIA, PASQUALE G.",1897,TORINO,FR. CANONICA,BIGRAFIE,OPAC SBN,0.752,"Fiori di sermoni e riflessi morali : sulle principali feste di N. S. G. C., della B. V. e dei santi nel corso dell'anno / Pasquale Mattalia","Mattalia, Gio. Pasquale",1924,https://opac.sbn.it/bid/CUB0441723,"{""bid"": ""IT\\ICCU\\CUB\\0441723""}",41770,,SE,,I,ITALIANO,,"VIII, 615 p. ; 21 cm.",,,16,30,,264,
41771,,"MANNS, PETER (ED.)",COPYRIGHT 1988,MILANO,JACA BOOK,,Library of Congress,0.430,Banks genealogical collection,"banks, charles edward",1978,http://www.loc.gov/item/84187195/,"{""loc_id"": ""http://www.loc.gov/item/84187195/""}",41771,88-16-30161-9,SE,MUSUMECI P. / PAVANINI P. [TRAD. A CURA DI],I,,,,,,24,29,"GIA` E NON ANCORA, 161 [COLL.]","4 F.P.,410",SANTI - AGIOGRAFIA
41772,,"CARIFI, ROBERTO",COPYRIGHT 1995,MILANO,JACA BOOK,,OPAC SBN,0.940,Amore e destino / Roberto Carifi,"Carifi, Roberto",1995,https://opac.sbn.it/bid/UBO0286450,"{""bid"": ""IT\\ICCU\\UBO\\0286450""}",41772,88-16-52008-7,LE,"MUSSAPI ROBERTO,CURAT.",I,ITALIANO,,43 p. ; 17 cm.,,,19,3,"I POETI,8 [COLL.]",91,
41773,,"TEODOSIO DA VOLTRI, O.F.M.CAP.",COPYRIGHT 1962,GENOVA,TIP. O. SS. VERGINE DI POMPEI,BIGRAFIE,OPAC SBN,0.667,Madre Francesca M. Rubatto / Teodosio da Voltri ; con prefazione di Adriano Bernareggi,Teodosio : da Voltri,1945,https://opac.sbn.it/bid/TO00916977,"{""bid"": ""IT\\ICCU\\TO0\\0916977""}",41773,,SE,,I,ITALIANO,,"XII, 400 p., [13] c. di tav. : ill. ; 21 cm.",,,25,30,,285,
41774,,,1929,CASALE MONF.,CASA DELLA MISSIONE,BIGRAFIE,NOT_FOUND,0.000,,,,,{},41774,,SE,L.M. FALLETTI S.M.,I,,,,,,16,30,,56,
41775,,,1929,CASALE MONF.,CASA DELLA MISSIONE,BIOGRAFIE,NOT_FOUND,0.000,,,,,{},41775,,SE,,I,,,,,,16,30,,109,
41776,,,COPYRIGHT 1964,MILANO,FABBRI,ENCICLOPEDIA MEDICA PER LA FAMIGLIA. VOL.XIII,NOT_FOUND,0.000,,,,,{},41776,,MCH,,,,,,,,31,2,CONTRIBUTI AA.VV.,"2461-2660,XVIII",
41777,,,COPYRIGHT 1964,MILANO,FABBRI,ENCICLOPEDIA MEDICA PER LA FAMIGLIA. VOL.XIV,NOT_FOUND,0.000,,,,,{},41777,,MCH,,,,,,,,31,2,CONTRIBUTI AA.VV.,"2661-2860,XII",
41778,,,COPYRIGHT 1964,MILANO,FABBRI,ENCICLOPEDIA MEDICA PER LA FAMIGLIA. VOL.XV,NOT_FOUND,0.000,,,,,{},41778,,MCH,,,,,,,,31,2,CONTRIBUTI AA.VV.,"2861-3020,CXXVII",
41779,,"ANDREOLI, VITTORINO",COPYRIGHT 2002,GENOVA-MILANO,RIZZOLI,,OPAC SBN,0.880,Elogio della normalità : riflessioni su comportamenti dimenticati / Vittorino Andreoli,"Andreoli, Vittorino",1820,https://opac.sbn.it/bid/RAV0945339,"{""bid"": ""IT\\ICCU\\RAV\\0945339""}",41779,88-211-6384-9,LE,,I,ITALIANO,,190 p. ; 22 cm.,,,21,10,,190,
41780,,,COPYRIGHT 2001,FIRENZE,SOCIETA' FIORENTINA,,NOT_FOUND,0.000,,,,,{},41780,88-87048-28-2,IN,,,,,,,,24,3,CONTRIBUTI AA.VV.,47,
41781,,CHERNIACK,COPYRIGHT 1992,ROMA,MICARELLI,,OPAC SBN,0.597,Pulmonary function testing / Reuben M. Cherniack,"Cherniack, Reuben M.",1977,https://opac.sbn.it/bid/PAV0144434,"{""bid"": ""IT\\ICCU\\PAV\\0144434""}",41781,,MCH,[TRAD. A CURA DI: G. SABATELLI E G. VANTAGGIATO],,INGLESE,,"IV, 291 p. ; 20 cm",,,32,14F,,"XIV,622",
41782,,"BOCCIA, ANTONIO ; DE GIUSTI, MARIA ; LA TORRE, GIU",COPYRIGHT 2002,NAPOLI,IDELSON-GNOCCHI,,OPAC SBN,0.294,"Il rinascimento / [testi Erika Gualandri, Claire L'Hoër ; illustrazioni Bruno Wennagel, Mathieu Ferret, Sasha Idelson]","Gualandri, Erika",2024,https://opac.sbn.it/bid/TO02137677,"{""bid"": ""IT\\ICCU\\TO0\\2137677""}",41782,88-7947-319-0,MCH,,,ITALIANO,,1 volume (senza paginazione) : ill. ; 14x18 cm,,,24.5,12,,"X,439",
41783,,,COPYRIGHT 1988,FIRENZE,USES,MEDICINA RIVISTA DELLA ENCICLOPEDIA MEDICA ITALIAN,NOT_FOUND,0.000,,,,,{},41783,,MCH,,,,,,,,28,2,CONTRIBUTI AA.VV.,PAG. VARIA,
41784,,,COPYRIGHT 1989,FIRENZE,USES,MEDICINA RIVISTA DELLA ENCICLOPEDIA MEDICA ITALIAN,NOT_FOUND,0.000,,,,,{},41784,,MCH,,,,,,,,28,2,CONTRIBUTI AA.VV.,PAG. VARIA,
41785,,"RETATTINO, LUIGI",COPYRIGHT 2000,ROMA,CIDAS,,OPAC SBN,0.345,Bilancio sociale cooperativo 1998 / CIDAS,CIDAS <cooperativa sociale>,1999,https://opac.sbn.it/bid/UBO4628324,"{""bid"": ""IT\\ICCU\\UBO\\4628324""}",41785,88-87-334-05-6,IN,,,ITALIANO,,54 p. : ill. ; 21x30 cm.,,,24,4,,PAG. VARIA,
41786,,,COPYRIGHT 1996,MILANO,JACA BOOK,,NOT_FOUND,0.000,,,,,{},41786,50217-7,LE,"ROLANDI R.,TRAD.",I,,,,,,21,5,"INTROD. A CURA DI FRANCO MELI. MONDI LETTERARI, 17",309,
41787,,"MARSHALL, BRUCE",COPYRIGHT 1997,MILANO,JACA BOOK,,OPAC SBN,0.716,La sposa bella : romanzo / Bruce Marshall,"Marshall, Bruce <1899-1987>",1997,https://opac.sbn.it/bid/TO00572980,"{""bid"": ""IT\\ICCU\\TO0\\0572980""}",41787,88-16-50233-9,LE,"LOTTERI RAFFAELA,TRAD.",I,ITALIANO,Trad. di Raffaella Lotteri.,262 p. ; 21 cm,,,21,5,"MONDI LETTERARI, 33 / SEZ. EUROPOS",262,
41788,L'UOMO ALLA RICERCA DI DIO. LA DOMANDA DELLE RELIGIONI. SEZIONE PRIM A DI AMATECA. L'UOMO ALLA RICERCA DI DIO. VOL. 3,"BURKLE, HORST",COPYRIGHT 2000,MILANO,JACA BOOK,,OPAC SBN,0.763,L'uomo alla ricerca di Dio : la domanda delle religioni / Horst Bürkle,"Bürkle, Horst",2000,https://opac.sbn.it/bid/PUV0617269,"{""bid"": ""IT\\ICCU\\PUV\\0617269""}",41788,88-16-40489-2,TD,"BENUSSI ANNA,TRAD.",I,ITALIANO,Trad. di Anna Benussi | Sezione prima di Amateca: L'uomo alla ricerca di Dio.,223 p. ; 24 cm,,,24,10,"DI FRONTE E ATTRAVERSO, 489 / AMATECA. MANUALI DI",223,
41789,LA PERSONA UMANA. ANTROPOLOGIA TEOLOGICA. SEZIONE SESTA DI AMATECA. LA PERSONA UMANA; VOL. 15,"SCOLA, ANGELO ; MARENGO, GILFREDO ; PRADES LOPEZ,",COPYRIGHT 2000,MILANO,JACA BOOK,,OPAC SBN,0.580,"La persona umana : antropologia teologica / Angelo Scola, Gilfredo Marengo, Javier Prades López","Scola, Angelo",2000,https://opac.sbn.it/bid/TO00918969,"{""bid"": ""IT\\ICCU\\TO0\\0918969""}",41789,88-16-40536-8,TD,,I,ITALIANO,Sezione sesta di Amateca: La persona umana.,360 p. ; 24 cm,,,24,10,"DI FRONTE E ATTRAVERSO, 536 / AMATECA. MANUALI DI",360,
41790,,BEROUL,COPYRIGHT 1997,MILANO,JACA BOOK,"DI FRONTE E ATTRAVERSO, N. 113/BIBL. DI CULTURA ME",OPAC SBN,0.738,Il romanzo di Tristano / Béroul,Béroul,1983,https://opac.sbn.it/bid/CFI0003222,"{""bid"": ""IT\\ICCU\\CFI\\0003222""}",41790,88-16-40113-3,GE,COCITO LUCIANA [INTROD. E TRAD. A CURA DI],I/ I RISTAMPA,ITALIANO,Introduzione e traduzione a cura di Luciana Cocito.,92 p. ; 23 cm,,,23,2,,92,
